train_id,timestamp,station,line,occupancy_pct,reject_reasons
metro-00116,2026-03-25T11:30:00Z,Station-06,Blue Line,71,delay:late_record
metro-00117,2026-03-25T11:30:00Z,Station-07,Red Line,76,delay:late_record
metro-00118,2026-03-25T11:30:00Z,Station-08,Blue Line,78,delay:late_record
metro-00119,2026-03-25T11:00:00Z,Station-09,Red Line,90,delay:late_record
metro-00120,2026-03-25T11:00:00Z,Station-10,Orange Line,56,delay:late_record
metro-00121,2026-03-25T12:15:00Z,Station-01,Orange Line,88,delay:late_record
metro-00122,2026-03-25T12:30:00Z,Station-02,Red Line,53,delay:late_record
metro-00123,2026-03-25T12:15:00Z,Station-03,Red Line,37,delay:late_record
metro-00124,2026-03-25T12:30:00Z,Station-04,Red Line,45,delay:late_record
metro-00125,2026-03-25T12:45:00Z,Station-05,Green Line,45,delay:late_record
metro-00126,2026-03-25T12:00:00Z,Station-06,Green Line,63,delay:late_record
metro-00127,2026-03-25T12:15:00Z,Station-07,Orange Line,93,delay:late_record
metro-00128,2026-03-25T12:15:00Z,Station-08,Blue Line,78,delay:late_record
metro-00129,2026-03-25T12:15:00Z,Station-09,Red Line,81,delay:late_record
metro-00130,2026-03-25T12:30:00Z,Station-10,Blue Line,49,delay:late_record
metro-00131,2026-03-25T13:00:00Z,Station-01,Blue Line,81,delay:late_record
metro-00132,2026-03-25T13:30:00Z,Station-02,Blue Line,69,delay:late_record
metro-00133,2026-03-25T13:45:00Z,Station-03,Green Line,50,delay:late_record
metro-00134,2026-03-25T13:00:00Z,Station-04,Blue Line,83,delay:late_record
metro-00135,2026-03-25T13:15:00Z,Station-05,Green Line,85,delay:late_record
metro-00136,2026-03-25T13:15:00Z,Station-06,Red Line,69,delay:late_record
metro-00137,2026-03-25T13:30:00Z,Station-07,Red Line,89,delay:late_record
metro-00138,2026-03-25T13:00:00Z,Station-08,Orange Line,67,delay:late_record
metro-00139,2026-03-25T13:45:00Z,Station-09,Blue Line,75,delay:late_record
metro-00140,2026-03-25T13:30:00Z,Station-10,Green Line,35,delay:late_record
metro-00141,2026-03-25T14:15:00Z,Station-01,Orange Line,59,delay:late_record
metro-00142,2026-03-25T14:30:00Z,Station-02,Green Line,53,delay:late_record
metro-00143,2026-03-25T14:30:00Z,Station-03,Blue Line,32,delay:late_record
metro-00144,2026-03-25T14:00:00Z,Station-04,Orange Line,78,delay:late_record
metro-00145,2026-03-25T14:30:00Z,Station-05,Orange Line,65,delay:late_record
metro-00146,2026-03-25T14:30:00Z,Station-06,Red Line,58,delay:late_record
metro-00147,2026-03-25T14:00:00Z,Station-07,Green Line,60,delay:late_record
metro-00148,2026-03-25T14:15:00Z,Station-08,Green Line,72,delay:late_record
metro-00149,2026-03-25T14:15:00Z,Station-09,Orange Line,37,delay:late_record
metro-00150,2026-03-25T14:30:00Z,Station-10,Red Line,67,delay:late_record
metro-00151,2026-03-25T15:00:00Z,Station-01,Green Line,60,delay:late_record
metro-00152,2026-03-25T15:15:00Z,Station-02,Blue Line,56,delay:late_record
metro-00153,2026-03-25T15:30:00Z,Station-03,Blue Line,62,delay:late_record
metro-00154,2026-03-25T15:30:00Z,Station-04,Red Line,80,delay:late_record
metro-00155,2026-03-25T15:15:00Z,Station-05,Blue Line,43,delay:late_record
metro-00156,2026-03-25T15:00:00Z,Station-06,Red Line,88,delay:late_record
metro-00157,2026-03-25T15:45:00Z,Station-07,Red Line,36,delay:late_record
metro-00158,2026-03-25T15:15:00Z,Station-08,Blue Line,41,delay:late_record
metro-00159,2026-03-25T15:15:00Z,Station-09,Orange Line,57,delay:late_record
metro-00160,2026-03-25T15:15:00Z,Station-10,Orange Line,71,delay:late_record
metro-00161,2026-03-25T16:15:00Z,Station-01,Red Line,82,delay:late_record
metro-00162,2026-03-25T16:00:00Z,Station-02,Red Line,40,delay:late_record
metro-00163,2026-03-25T16:45:00Z,Station-03,Green Line,79,delay:late_record
metro-00164,2026-03-25T16:00:00Z,Station-04,Orange Line,94,delay:late_record
metro-00165,2026-03-25T16:45:00Z,Station-05,Red Line,31,delay:late_record
metro-00166,2026-03-25T16:15:00Z,Station-06,Blue Line,33,delay:late_record
metro-00167,2026-03-25T16:00:00Z,Station-07,Red Line,72,delay:late_record
metro-00168,2026-03-25T16:45:00Z,Station-08,Red Line,46,delay:late_record
metro-00169,2026-03-25T16:00:00Z,Station-09,Blue Line,78,delay:late_record
metro-00170,2026-03-25T16:30:00Z,Station-10,Orange Line,93,delay:late_record
metro-00171,2026-03-25T17:30:00Z,Station-01,Green Line,45,delay:late_record
metro-00172,2026-03-25T17:45:00Z,Station-02,Red Line,57,delay:late_record
metro-00173,2026-03-25T17:45:00Z,Station-03,Green Line,74,delay:late_record
metro-00174,2026-03-25T17:15:00Z,Station-04,Red Line,39,delay:late_record
metro-00175,2026-03-25T17:30:00Z,Station-05,Red Line,45,delay:late_record
metro-00176,2026-03-25T17:30:00Z,Station-06,Red Line,67,delay:late_record
metro-00177,2026-03-25T17:15:00Z,Station-07,Blue Line,80,delay:late_record
metro-00178,2026-03-25T17:45:00Z,Station-08,Green Line,33,delay:late_record
metro-00179,2026-03-25T17:15:00Z,Station-09,Orange Line,54,delay:late_record
metro-00180,2026-03-25T17:15:00Z,Station-10,Blue Line,57,delay:late_record
metro-00181,2026-03-25T18:15:00Z,Station-01,Red Line,60,delay:late_record
metro-00182,2026-03-25T18:45:00Z,Station-02,Green Line,72,delay:late_record
metro-00183,2026-03-25T18:30:00Z,Station-03,Orange Line,39,delay:late_record
metro-00184,2026-03-25T18:00:00Z,Station-04,Green Line,34,delay:late_record
metro-00185,2026-03-25T18:30:00Z,Station-05,Blue Line,82,delay:late_record
metro-00186,2026-03-25T18:00:00Z,Station-06,Green Line,32,delay:late_record
metro-00187,2026-03-25T18:30:00Z,Station-07,Blue Line,93,delay:late_record
metro-00188,2026-03-25T18:45:00Z,Station-08,Orange Line,85,delay:late_record
metro-00189,2026-03-25T18:00:00Z,Station-09,Red Line,44,delay:late_record
metro-00190,2026-03-25T18:15:00Z,Station-10,Orange Line,32,delay:late_record
metro-00191,2026-03-25T19:00:00Z,Station-01,Blue Line,37,delay:late_record
metro-00192,2026-03-25T19:15:00Z,Station-02,Green Line,79,delay:late_record
metro-00193,2026-03-25T19:45:00Z,Station-03,Red Line,33,delay:late_record
metro-00194,2026-03-25T19:45:00Z,Station-04,Blue Line,88,delay:late_record
metro-00195,2026-03-25T19:00:00Z,Station-05,Green Line,57,delay:late_record
metro-00196,2026-03-25T19:00:00Z,Station-06,Blue Line,57,delay:late_record
metro-00197,2026-03-25T19:30:00Z,Station-07,Green Line,75,delay:late_record
metro-00198,2026-03-25T19:00:00Z,Station-08,Orange Line,95,delay:late_record
metro-00199,2026-03-25T19:15:00Z,Station-09,Orange Line,43,delay:late_record
metro-00200,2026-03-25T19:45:00Z,Station-10,Orange Line,84,delay:late_record
metro-00201,2026-03-25T20:15:00Z,Station-01,Blue Line,63,delay:late_record
metro-00202,2026-03-25T20:30:00Z,Station-02,Red Line,44,delay:late_record
metro-00203,2026-03-25T20:15:00Z,Station-03,Green Line,30,delay:late_record
metro-00204,2026-03-25T20:45:00Z,Station-04,Blue Line,73,delay:late_record
metro-00205,2026-03-25T20:30:00Z,Station-05,Blue Line,91,delay:late_record
metro-00206,2026-03-25T20:15:00Z,Station-06,Orange Line,35,delay:late_record
metro-00207,2026-03-25T20:15:00Z,Station-07,Blue Line,77,delay:late_record
metro-00208,2026-03-25T20:00:00Z,Station-08,Red Line,43,delay:late_record
metro-00209,2026-03-25T20:30:00Z,Station-09,Orange Line,32,delay:late_record
metro-00210,2026-03-25T20:00:00Z,Station-10,Green Line,38,delay:late_record
metro-00211,2026-03-25T21:30:00Z,Station-01,Green Line,53,delay:late_record
metro-00212,2026-03-25T21:00:00Z,Station-02,Orange Line,62,delay:late_record
metro-00213,2026-03-25T21:15:00Z,Station-03,Orange Line,83,delay:late_record
metro-00214,2026-03-25T21:45:00Z,Station-04,Green Line,88,delay:late_record
metro-00215,2026-03-25T21:00:00Z,Station-05,Green Line,48,delay:late_record
metro-00216,2026-03-25T21:30:00Z,Station-06,Orange Line,61,delay:late_record
metro-00217,2026-03-25T21:15:00Z,Station-07,Green Line,43,delay:late_record
metro-00218,2026-03-25T21:30:00Z,Station-08,Red Line,94,delay:late_record
metro-00219,2026-03-25T21:30:00Z,Station-09,Blue Line,52,delay:late_record
metro-00220,2026-03-25T21:15:00Z,Station-10,Red Line,53,delay:late_record
metro-00221,2026-03-25T22:15:00Z,Station-01,Green Line,48,delay:late_record
metro-00222,2026-03-25T22:45:00Z,Station-02,Orange Line,37,delay:late_record
metro-00223,2026-03-25T22:45:00Z,Station-03,Red Line,90,delay:late_record
metro-00224,2026-03-25T22:15:00Z,Station-04,Orange Line,45,delay:late_record
metro-00225,2026-03-25T22:45:00Z,Station-05,Orange Line,33,delay:late_record
metro-00226,2026-03-25T22:45:00Z,Station-06,Blue Line,57,delay:late_record
metro-00227,2026-03-25T22:30:00Z,Station-07,Blue Line,58,delay:late_record
metro-00228,2026-03-25T22:30:00Z,Station-08,Green Line,61,delay:late_record
metro-00229,2026-03-25T22:15:00Z,Station-09,Red Line,66,delay:late_record
metro-00230,2026-03-25T22:00:00Z,Station-10,Green Line,82,delay:late_record
metro-00231,2026-03-25T23:00:00Z,Station-01,Blue Line,85,delay:late_record
metro-00232,2026-03-25T23:30:00Z,Station-02,Red Line,48,delay:late_record
metro-00233,2026-03-25T23:45:00Z,Station-03,Green Line,48,delay:late_record
metro-00234,2026-03-25T23:45:00Z,Station-04,Green Line,41,delay:late_record
metro-00235,2026-03-25T23:45:00Z,Station-05,Orange Line,74,delay:late_record
metro-00236,2026-03-25T23:45:00Z,Station-06,Red Line,57,delay:late_record
metro-00237,2026-03-25T23:00:00Z,Station-07,Orange Line,84,delay:late_record
metro-00238,2026-03-25T23:00:00Z,Station-08,Blue Line,54,delay:late_record
metro-00239,2026-03-25T23:30:00Z,Station-09,Green Line,45,delay:late_record
metro-00240,2026-03-25T23:30:00Z,Station-10,Blue Line,64,delay:late_record
metro-00241,2026-03-26T00:45:00Z,Station-01,Blue Line,60,delay:late_record
metro-00242,2026-03-26T00:30:00Z,Station-02,Green Line,35,delay:late_record
metro-00243,2026-03-26T00:00:00Z,Station-03,Blue Line,91,delay:late_record
metro-00244,2026-03-26T00:15:00Z,Station-04,Red Line,30,delay:late_record
metro-00245,2026-03-26T00:45:00Z,Station-05,Orange Line,79,delay:late_record
metro-00246,2026-03-26T00:00:00Z,Station-06,Red Line,44,delay:late_record
metro-00247,2026-03-26T00:45:00Z,Station-07,Blue Line,39,delay:late_record
metro-00248,2026-03-26T00:00:00Z,Station-08,Blue Line,72,delay:late_record
metro-00249,2026-03-26T00:00:00Z,Station-09,Red Line,38,delay:late_record
metro-00250,2026-03-26T00:45:00Z,Station-10,Red Line,65,delay:late_record
metro-00251,2026-03-26T01:00:00Z,Station-01,Green Line,39,delay:late_record
metro-00252,2026-03-26T01:30:00Z,Station-02,Red Line,88,delay:late_record
metro-00253,2026-03-26T01:45:00Z,Station-03,Blue Line,55,delay:late_record
metro-00254,2026-03-26T01:45:00Z,Station-04,Orange Line,48,delay:late_record
metro-00255,2026-03-26T01:00:00Z,Station-05,Green Line,58,delay:late_record
metro-00256,2026-03-26T01:30:00Z,Station-06,Green Line,32,delay:late_record
metro-00257,2026-03-26T01:45:00Z,Station-07,Orange Line,86,delay:late_record
metro-00258,2026-03-26T01:30:00Z,Station-08,Orange Line,50,delay:late_record
metro-00259,2026-03-26T01:00:00Z,Station-09,Orange Line,47,delay:late_record
metro-00260,2026-03-26T01:45:00Z,Station-10,Orange Line,46,delay:late_record
metro-00261,2026-03-26T02:15:00Z,Station-01,Green Line,32,delay:late_record
metro-00262,2026-03-26T02:00:00Z,Station-02,Orange Line,90,delay:late_record
metro-00263,2026-03-26T02:45:00Z,Station-03,Red Line,50,delay:late_record
metro-00264,2026-03-26T02:00:00Z,Station-04,Green Line,32,delay:late_record
metro-00265,2026-03-26T02:45:00Z,Station-05,Green Line,38,delay:late_record
metro-00266,2026-03-26T02:15:00Z,Station-06,Blue Line,55,delay:late_record
metro-00267,2026-03-26T02:45:00Z,Station-07,Blue Line,41,delay:late_record
metro-00268,2026-03-26T02:15:00Z,Station-08,Green Line,75,delay:late_record
metro-00269,2026-03-26T02:15:00Z,Station-09,Blue Line,74,delay:late_record
metro-00270,2026-03-26T02:45:00Z,Station-10,Red Line,89,delay:late_record
metro-00271,2026-03-26T03:00:00Z,Station-01,Orange Line,31,delay:late_record
metro-00272,2026-03-26T03:15:00Z,Station-02,Blue Line,43,delay:late_record
metro-00273,2026-03-26T03:00:00Z,Station-03,Blue Line,30,delay:late_record
metro-00274,2026-03-26T03:45:00Z,Station-04,Red Line,58,delay:late_record
metro-00275,2026-03-26T03:45:00Z,Station-05,Blue Line,95,delay:late_record
metro-00276,2026-03-26T03:30:00Z,Station-06,Blue Line,89,delay:late_record
metro-00277,2026-03-26T03:45:00Z,Station-07,Green Line,78,delay:late_record
metro-00278,2026-03-26T03:00:00Z,Station-08,Blue Line,57,delay:late_record
metro-00279,2026-03-26T03:45:00Z,Station-09,Red Line,67,delay:late_record
metro-00280,2026-03-26T03:30:00Z,Station-10,Green Line,36,delay:late_record
metro-00281,2026-03-26T04:15:00Z,Station-01,Green Line,36,delay:late_record
metro-00282,2026-03-26T04:15:00Z,Station-02,Orange Line,67,delay:late_record
metro-00283,2026-03-26T04:00:00Z,Station-03,Red Line,85,delay:late_record
metro-00284,2026-03-26T04:30:00Z,Station-04,Green Line,36,delay:late_record
metro-00285,2026-03-26T04:15:00Z,Station-05,Orange Line,56,delay:late_record
metro-00286,2026-03-26T04:30:00Z,Station-06,Red Line,80,delay:late_record
metro-00287,2026-03-26T04:45:00Z,Station-07,Red Line,48,delay:late_record
metro-00288,2026-03-26T04:45:00Z,Station-08,Orange Line,95,delay:late_record
metro-00289,2026-03-26T04:15:00Z,Station-09,Blue Line,39,delay:late_record
metro-00290,2026-03-26T04:00:00Z,Station-10,Blue Line,41,delay:late_record
metro-00291,2026-03-26T05:45:00Z,Station-01,Blue Line,43,delay:late_record
metro-00292,2026-03-26T05:15:00Z,Station-02,Green Line,83,delay:late_record
metro-00293,2026-03-26T05:15:00Z,Station-03,Green Line,92,delay:late_record
metro-00294,2026-03-26T05:45:00Z,Station-04,Blue Line,84,delay:late_record
metro-00295,2026-03-26T05:15:00Z,Station-05,Blue Line,44,delay:late_record
metro-00296,2026-03-26T05:15:00Z,Station-06,Green Line,82,delay:late_record
metro-00297,2026-03-26T05:00:00Z,Station-07,Green Line,59,delay:late_record
metro-00298,2026-03-26T05:45:00Z,Station-08,Red Line,93,delay:late_record
metro-00299,2026-03-26T05:45:00Z,Station-09,Orange Line,45,delay:late_record
metro-00300,2026-03-26T05:45:00Z,Station-10,Orange Line,37,delay:late_record
metro-00301,2026-03-26T06:45:00Z,Station-01,Orange Line,60,delay:late_record
metro-00302,2026-03-26T06:45:00Z,Station-02,Blue Line,31,delay:late_record
metro-00303,2026-03-26T06:30:00Z,Station-03,Red Line,78,delay:late_record
metro-00304,2026-03-26T06:15:00Z,Station-04,Red Line,51,delay:late_record
metro-00305,2026-03-26T06:15:00Z,Station-05,Blue Line,74,delay:late_record
metro-00306,2026-03-26T06:30:00Z,Station-06,Blue Line,41,delay:late_record
metro-00307,2026-03-26T06:45:00Z,Station-07,Green Line,31,delay:late_record
metro-00308,2026-03-26T06:30:00Z,Station-08,Orange Line,43,delay:late_record
metro-00309,2026-03-26T06:30:00Z,Station-09,Orange Line,49,delay:late_record
metro-00310,2026-03-26T06:00:00Z,Station-10,Blue Line,39,delay:late_record
metro-00311,2026-03-26T07:15:00Z,Station-01,Green Line,80,delay:late_record
metro-00312,2026-03-26T07:45:00Z,Station-02,Red Line,64,delay:late_record
metro-00313,2026-03-26T07:15:00Z,Station-03,Orange Line,66,delay:late_record
metro-00314,2026-03-26T07:00:00Z,Station-04,Blue Line,46,delay:late_record
metro-00315,2026-03-26T07:00:00Z,Station-05,Green Line,34,delay:late_record
metro-00316,2026-03-26T07:15:00Z,Station-06,Orange Line,62,delay:late_record
metro-00317,2026-03-26T07:30:00Z,Station-07,Blue Line,68,delay:late_record
metro-00318,2026-03-26T07:30:00Z,Station-08,Red Line,40,delay:late_record
metro-00319,2026-03-26T07:30:00Z,Station-09,Green Line,87,delay:late_record
metro-00320,2026-03-26T07:45:00Z,Station-10,Red Line,86,delay:late_record
metro-00321,2026-03-26T08:00:00Z,Station-01,Green Line,52,delay:late_record
metro-00322,2026-03-26T08:15:00Z,Station-02,Orange Line,87,delay:late_record
metro-00323,2026-03-26T08:45:00Z,Station-03,Orange Line,55,delay:late_record
metro-00324,2026-03-26T08:15:00Z,Station-04,Red Line,87,delay:late_record
metro-00325,2026-03-26T08:30:00Z,Station-05,Orange Line,39,delay:late_record
metro-00326,2026-03-26T08:00:00Z,Station-06,Orange Line,93,delay:late_record
metro-00327,2026-03-26T08:45:00Z,Station-07,Orange Line,49,delay:late_record
metro-00328,2026-03-26T08:45:00Z,Station-08,Orange Line,49,delay:late_record
metro-00329,2026-03-26T08:15:00Z,Station-09,Green Line,55,delay:late_record
metro-00330,2026-03-26T08:45:00Z,Station-10,Red Line,70,delay:late_record
metro-00331,2026-03-26T09:00:00Z,Station-01,Orange Line,53,delay:late_record
metro-00332,2026-03-26T09:15:00Z,Station-02,Green Line,36,delay:late_record
metro-00333,2026-03-26T09:30:00Z,Station-03,Red Line,76,delay:late_record
metro-00334,2026-03-26T09:45:00Z,Station-04,Orange Line,72,delay:late_record
metro-00335,2026-03-26T09:45:00Z,Station-05,Red Line,33,delay:late_record
metro-00336,2026-03-26T09:00:00Z,Station-06,Blue Line,65,delay:late_record
metro-00337,2026-03-26T09:15:00Z,Station-07,Green Line,77,delay:late_record
metro-00338,2026-03-26T09:30:00Z,Station-08,Green Line,53,delay:late_record
metro-00339,2026-03-26T09:45:00Z,Station-09,Orange Line,80,delay:late_record
metro-00340,2026-03-26T09:15:00Z,Station-10,Blue Line,75,delay:late_record
metro-00341,2026-03-26T10:30:00Z,Station-01,Blue Line,61,delay:late_record
metro-00342,2026-03-26T10:15:00Z,Station-02,Green Line,80,delay:late_record
metro-00343,2026-03-26T10:15:00Z,Station-03,Blue Line,43,delay:late_record
metro-00344,2026-03-26T10:30:00Z,Station-04,Orange Line,51,delay:late_record
